firstdigit-enter,writing_time,writing_speed,mind_condition,time_key_before_enter_down,number_del,number_break
9197.0,9197.0,0.0018484288354898336,1,2856.0,0,2
23214.0,23214.0,0.0004307745326096321,1,9411.0,5,3
7499.0,7499.0,0.000933457794372583,1,1839.0,0,1
4964.0,4964.0,0.0026188557614826753,1,38.0,0,2
4977.0,4977.0,0.0020092425155716293,1,896.0,0,2
111.0,111.0,0.009009009009009009,1,109.0,0,0
149.0,149.0,0.006711409395973154,1,143.0,0,0
190.0,190.0,0.005263157894736842,1,185.0,0,0
137.0,137.0,0.0072992700729927005,1,132.0,0,0
126.0,126.0,0.007936507936507936,1,123.0,0,0
143.0,143.0,0.006993006993006993,1,140.0,0,0
149.0,149.0,0.006711409395973154,1,145.0,0,0
126.0,126.0,0.007936507936507936,1,122.0,0,0
161.0,161.0,0.006211180124223602,1,155.0,0,0
5481.0,5481.0,0.001277139208173691,1,4618.0,0,1
4898.0,4898.0,0.002245814618211515,1,2068.0,0,1
3995.0,3995.0,0.0017521902377972466,1,2044.0,0,1
2125.0,2125.0,0.0032941176470588237,1,639.0,0,1
1769.0,1769.0,0.00395703787450537,1,559.0,0,1
3962.0,3962.0,0.0017667844522968198,1,298.0,4,2
2198.0,2198.0,0.0031847133757961785,1,978.0,0,1
2338.0,2338.0,0.0029940119760479044,1,1126.0,0,1
6213.0,6213.0,0.0011266698857234831,1,577.0,9,4
7662.0,7662.0,0.0009135995823544767,1,2316.0,2,3
6503.0,6503.0,0.001076426264800861,1,3703.0,1,2
3163.0,3163.0,0.002213088839709137,1,1446.0,0,1
1816.0,1816.0,0.0016519823788546256,1,24.0,0,1
1705.0,1705.0,0.004105571847507331,1,630.0,0,2
